"jurisdiction_of_occurrence","mmwryear","mmwrweek","weekendingdate","allcause","naturalcause","septicemia_a40_a41","malignant_neoplasms_c00_c97","diabetes_mellitus_e10_e14","alzheimer_disease_g30","influenza_and_pneumonia_j10","chronic_lower_respiratory","other_diseases_of_respiratory","nephritis_nephrotic_syndrome","symptoms_signs_and_abnormal","diseases_of_heart_i00_i09","cerebrovascular_diseases","flag_otherresp","flag_inflpn","flag_nephr","flag_sept","flag_diab","flag_otherunk","flag_alz","flag_clrd","flag_stroke","flag_hd","flag_neopl"
"United States","2016","12","2016-03-26T00:00:00.000","54814","50381","846","11544","1616","2253","1403","3448","856","1056","546","12808","2831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","13","2016-04-02T00:00:00.000","53946","49533","865","11447","1594","2215","1297","3354","780","1012","573","12698","2778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","14","2016-04-09T00:00:00.000","54074","49524","787","11440","1519","2243","1325","3348","773","989","616","12580","2772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","15","2016-04-16T00:00:00.000","53495","49167","833","11383","1541","2194","1256","3173","781","954","599","12492","2785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","16","2016-04-23T00:00:00.000","53164","48746","846","11342","1566","2276","1085","3162","793","961","600","12496","2686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","17","2016-04-30T00:00:00.000","51082","46789","759","11141","1459","2167","1030","3047","698","959","629","11825","2606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","18","2016-05-07T00:00:00.000","51282","46855","743","11366","1573","2086","995","2907","746","938","561","11757","2702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","19","2016-05-14T00:00:00.000","51006","46494","730","11189","1466","2128","893","2912","717","946","602","11856","2668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","20","2016-05-21T00:00:00.000","50471","46298","754","11254","1496","2077","899","2932","685","916","618","11604","2623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","21","2016-05-28T00:00:00.000","50492","46004","722","11085","1461","2114","894","2889","769","933","588","11683","2557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","22","2016-06-04T00:00:00.000","49714","45198","743","11004","1394","1950","817","2797","732","851","621","11673","2608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","23","2016-06-11T00:00:00.000","49918","45305","712","11124","1419","2072","867","2811","712","944","598","11320","2554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","24","2016-06-18T00:00:00.000","49915","45349","709","11132","1473","2009","765","2681","744","915","589","11534","2526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","25","2016-06-25T00:00:00.000","49625","45072","659","11182","1387","2048","769","2712","709","915","602","11546","2480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","26","2016-07-02T00:00:00.000","49754","45069","682","11067","1397","2087","772","2711","695","911","578","11378","2555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","27","2016-07-09T00:00:00.000","49706","44910","713","11230","1393","2052","814","2644","682","821","632","11378","2494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","28","2016-07-16T00:00:00.000","49639","45029","720","11207","1470","2060","811","2664","662","900","621","11229","2570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","29","2016-07-23T00:00:00.000","49284","44648","741","11192","1397","2024","717","2652","705","871","611","11092","2497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","30","2016-07-30T00:00:00.000","49701","44996","733","11408","1392","2026","740","2534","698","884","595","11224","2485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","31","2016-08-06T00:00:00.000","49510","44700","737","11257","1475","1892","752","2617","648","842","643","11277","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","32","2016-08-13T00:00:00.000","49747","45110","655","11462","1406","2059","777","2594","677","881","603","11302","2616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","33","2016-08-20T00:00:00.000","49816","45211","753","11512","1363","2032","722","2632","651","871","624","11372","2434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","34","2016-08-27T00:00:00.000","49519","44957","689","11364","1399","2084","725","2566","668","926","636","11061","2560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","35","2016-09-03T00:00:00.000","49591","45028","724","11469","1423","2031","777","2562","613","890","653","11014","2666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","36","2016-09-10T00:00:00.000","50084","45241","761","11375","1465","2113","760","2520","674","839","617","11427","2463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","37","2016-09-17T00:00:00.000","49926","45432","728","11298","1447","2155","814","2572","713","896","634","11130","2539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","38","2016-09-24T00:00:00.000","49892","45413","741","11298","1449","2106","766","2572","707","852","613","11258","2668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","39","2016-10-01T00:00:00.000","50267","45822","704","11422","1428","2184","725","2721","682","904","654","11336","2573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","40","2016-10-08T00:00:00.000","51414","46630","733","11567","1494","2171","779","2554","741","933","682","11673","2632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","41","2016-10-15T00:00:00.000","52144","47570","731","11540","1533","2308","831","2790","754","981","699","11946","2664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","42","2016-10-22T00:00:00.000","51462","46997","726","11471","1490","2130","848","2737","733","929","626","11841","2680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","43","2016-10-29T00:00:00.000","51879","47325","787","11402","1483","2286","820","2725","744","973","675","11909","2688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","44","2016-11-05T00:00:00.000","51768","47118","724","11354","1493","2295","827","2702","748","933","621","11901","2809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","45","2016-11-12T00:00:00.000","52546","47992","777","11498","1602","2233","891","2786","739","942","671","12104","2821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","46","2016-11-19T00:00:00.000","53464","48824","774","11749","1528","2404","869","2884","742","963","704","12302","2840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","47","2016-11-26T00:00:00.000","53171","48629","756","11320","1613","2299","883","2951","758","971","703","12457","2759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","48","2016-12-03T00:00:00.000","54611","49928","830","11523","1608","2447","917","3033","780","973","763","12655","2934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","49","2016-12-10T00:00:00.000","55173","50531","771","11500","1672","2485","1052","3049","807","981","796","12883","2981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","50","2016-12-17T00:00:00.000","56024","51582","869","11827","1588","2483","1077","3088","804","1000","734","13302","2928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","51","2016-12-24T00:00:00.000","56757","52213","818","11639","1776","2606","1121","3270","801","1058","782","13267","3111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2016","52","2016-12-31T00:00:00.000","57658","53148","906","11490","1732","2671","1318","3457","868","1035","827","13689","3064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","1","2017-01-07T00:00:00.000","59764","54862","915","11643","1836","2710","1540","3758","897","1104","640","14061","3180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","2","2017-01-14T00:00:00.000","60982","56209","954","12102","1902","2769","1599","3870","962","1120","618","14232","3103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","3","2017-01-21T00:00:00.000","59294","54654","876","11882","1675","2787","1612","3728","957","1062","652","13950","3061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","4","2017-01-28T00:00:00.000","58051","53359","910","11488","1769","2583","1528","3678","895","1101","623","13649","2981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","5","2017-02-04T00:00:00.000","58437","53749","947","11689","1693","2693","1611","3612","881","1074","598","13713","2987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","6","2017-02-11T00:00:00.000","59043","54228","870","11908","1836","2532","1620","3668","901","1071","670","13763","2986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","7","2017-02-18T00:00:00.000","58482","53951","890","11571","1778","2584","1682","3822","870","1072","640","13893","3025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","8","2017-02-25T00:00:00.000","58290","53768","880","11597","1710","2566","1709","3862","926","1074","660","13629","2997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","9","2017-03-04T00:00:00.000","57257","52480","897","11115","1717","2518","1632","3631","846","1049","618","13390","3040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","10","2017-03-11T00:00:00.000","57480","52622","840","11546","1734","2566","1565","3608","886","1055","652","13281","2954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","11","2017-03-18T00:00:00.000","56658","52170","863","11424","1731","2506","1451","3577","890","1069","645","13461","2846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","12","2017-03-25T00:00:00.000","57048","52296","861","11570","1696","2562","1393","3563","878","1019","635","13117","2924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","13","2017-04-01T00:00:00.000","55706","51102","809","11601","1643","2473","1312","3465","902","1035","678","12754","2862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","14","2017-04-08T00:00:00.000","55161","50321","855","11385","1612","2374","1234","3471","885","1014","645","12688","2802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","15","2017-04-15T00:00:00.000","54863","50156","829","11624","1621","2331","1193","3308","853","1041","566","12402","2918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","16","2017-04-22T00:00:00.000","53071","48493","816","11358","1462","2318","1059","3097","855","958","617","12088","2796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","17","2017-04-29T00:00:00.000","53297","48569","775","11451","1575","2251","992","3116","820","987","615","12428","2709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","18","2017-05-06T00:00:00.000","52658","47851","722","11300","1629","2170","973","3120","755","989","593","12007","2708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","19","2017-05-13T00:00:00.000","51987","47376","754","11285","1559","2153","898","3057","764","1024","573","11955","2728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","20","2017-05-20T00:00:00.000","52481","47655","708","11408","1428","2114","874","3042","777","899","615","12200","2778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","21","2017-05-27T00:00:00.000","50976","46223","726","11088","1455","2120","812","2997","755","931","574","11707","2644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","22","2017-06-03T00:00:00.000","51257","46341","719","11187","1476","2167","842","2844","744","912","573","11780","2703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","23","2017-06-10T00:00:00.000","51424","46482","723","11241","1479","2098","848","2870","716","853","584","11848","2644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","24","2017-06-17T00:00:00.000","50799","45999","740","11127","1524","2084","795","2848","715","863","560","11748","2550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","25","2017-06-24T00:00:00.000","51195","46283","695","11491","1485","2137","783","2866","757","910","587","11504","2615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","26","2017-07-01T00:00:00.000","50618","45768","708","11359","1484","2009","789","2762","736","895","626","11613","2548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","27","2017-07-08T00:00:00.000","50961","45727","692","11512","1473","2028","776","2687","704","859","559","11572","2507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","28","2017-07-15T00:00:00.000","49975","45199","708","11326","1428","2053","810","2621","721","842","530","11387","2613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","29","2017-07-22T00:00:00.000","50132","45290","672","11422","1467","2044","708","2580","714","839","607","11307","2590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","30","2017-07-29T00:00:00.000","49364","44594","663","11292","1435","2005","756","2517","691","810","582","11079","2533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","31","2017-08-05T00:00:00.000","50091","45184","675","11172","1433","2091","700","2672","712","919","591","11351","2660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","32","2017-08-12T00:00:00.000","50238","45417","658","11463","1427","2137","724","2535","746","873","548","11275","2670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","33","2017-08-19T00:00:00.000","50188","45455","701","11431","1537","2088","703","2503","733","860","575","11299","2514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","34","2017-08-26T00:00:00.000","49517","44877","714","11254","1365","2031","729","2516","687","851","608","11171","2636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","35","2017-09-02T00:00:00.000","50832","46087","721","11615","1502","2166","719","2530","690","873","554","11461","2717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","36","2017-09-09T00:00:00.000","50983","46238","761","11273","1525","2107","797","2525","719","956","630","11580","2698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","37","2017-09-16T00:00:00.000","51696","46944","724","11394","1535","2249","796","2698","754","942","649","11709","2685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","38","2017-09-23T00:00:00.000","51230","46489","715","11430","1535","2172","734","2662","726","913","639","11534","2647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","39","2017-09-30T00:00:00.000","51344","46403","754","11495","1520","2221","797","2649","768","869","633","11459","2606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","40","2017-10-07T00:00:00.000","52112","47226","700","11636","1515","2241","793","2749","759","903","635","11774","2742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","41","2017-10-14T00:00:00.000","51582","46930","731","11534","1416","2185","813","2677","759","903","631","11631","2722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","42","2017-10-21T00:00:00.000","52234","47683","740","11607","1658","2291","826","2732","687","921","623","11883","2779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","43","2017-10-28T00:00:00.000","52551","47948","774","11500","1541","2318","841","2791","762","909","657","11988","2813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","44","2017-11-04T00:00:00.000","53680","48905","736","11601","1603","2357","841","2798","823","981","680","12184","2732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","45","2017-11-11T00:00:00.000","53261","48502","781","11560","1616","2328","886","2793","777","1028","637","12088","2817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","46","2017-11-18T00:00:00.000","53775","49141","791","11445","1635","2328","908","2757","803","977","657","12411","2890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","47","2017-11-25T00:00:00.000","54122","49534","781","11606","1711","2360","902","2893","737","981","671","12609","2890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","48","2017-12-02T00:00:00.000","54762","50104","843","11410","1650","2362","1006","3020","822","1004","695","12652","2967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","49","2017-12-09T00:00:00.000","55597","50838","825","11566","1701","2424","1048","3122","836","1000","724","12856","2918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","50","2017-12-16T00:00:00.000","57376","52761","798","11736","1799","2661","1211","3204","798","1012","721","13438","3176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","51","2017-12-23T00:00:00.000","59506","54749","894","12042","1761","2825","1392","3426","871","1103","787","13950","3138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2017","52","2017-12-30T00:00:00.000","61093","56483","944","11689","1989","2729","1813","3708","911","1159","761","14766","3152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2018","1","2018-01-06T00:00:00.000","66142","61016","1066","11920","2110","2958","2509","4207","1086","1219","745","16020","3359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2018","2","2018-01-13T00:00:00.000","67501","62573","1044","12408","2036","3212","2886","4373","1050","1237","749","15937","3362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2018","3","2018-01-20T00:00:00.000","64650","60052","1040","11871","1955","3103","2930","4193","1027","1222","715","14900","3364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2018","4","2018-01-27T00:00:00.000","62784","58011","960","11812","1779","2959","2695","4004","1030","1191","658","14336","3286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2018","5","2018-02-03T00:00:00.000","60980","56268","979","11499","1851","2832","2495","3742","1016","1165","679","13902","3089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2018","6","2018-02-10T00:00:00.000","61115","56392","917","11912","1849","2695","2308","3856","931","1096","645","14182","3151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2018","7","2018-02-17T00:00:00.000","59784","55194","885","11717","1762","2743","2234","3723","954","1113","657","13781","3070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2018","8","2018-02-24T00:00:00.000","57798","53232","904","11515","1664","2613","1987","3442","1022","1082","619","13277","2935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2018","9","2018-03-03T00:00:00.000","56697","52079","890","11358","1710","2356","1688","3352","920","1028","604","13347","3018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2018","10","2018-03-10T00:00:00.000","57097","52471","825","11640","1711","2413","1464","3444","915","1020","665","13392","2910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","2018","11","2018-03-17T00:00:00.000","56331","51735","843","11371","1686","2484","1414","3401","885","1034","620","13174","2875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
